# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.45000000        	2        	.00006600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.50000000        	2        	.00006300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.55000000        	2        	.00005900
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.60000000        	2        	.00007800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.65000000        	2        	.00006100
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.70000000        	2        	.00006500
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.75000000        	2        	.00006300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.80000000        	2        	.00005900
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.85000000        	2        	.00008100
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.90000000        	2        	.00006100
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.95000000        	2        	.00005400
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
3.00000000        	2        	.00006200
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.00000000        	3        	.00007100
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.05000000        	3        	.00007000
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.10000000        	3        	.00015300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.15000000        	3        	.00006900
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.20000000        	3        	.00007600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.25000000        	3        	.00007300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.30000000        	3        	.00007300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.35000000        	3        	.00007300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.40000000        	3        	.00007400
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.45000000        	3        	.00007800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.50000000        	3        	.00007600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.55000000        	3        	.00007900
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.60000000        	3        	.00007800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.65000000        	3        	.00006700
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.70000000        	3        	.00005300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.75000000        	3        	.00008400
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.80000000        	3        	.00007300
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.85000000        	3        	.00007800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.90000000        	3        	.00006600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
.95000000        	3        	.00007200
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.00000000        	3        	.00007200
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.05000000        	3        	.00007600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.10000000        	3        	.00006900
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.15000000        	3        	.00012800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.20000000        	3        	.00006600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.25000000        	3        	.00007200
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.30000000        	3        	.00006700
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.35000000        	3        	.00007000
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.40000000        	3        	.00006800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.45000000        	3        	.00007500
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.50000000        	3        	.00006800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.55000000        	3        	.00006700
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.60000000        	3        	.00006800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.65000000        	3        	.00006600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.70000000        	3        	.00007400
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.75000000        	3        	.00007200
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.80000000        	3        	.00007100
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.85000000        	3        	.00007000
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.90000000        	3        	.00006900
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
1.95000000        	3        	.00007600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.00000000        	3        	.00007200
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.05000000        	3        	.00006800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.10000000        	3        	.00006600
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.15000000        	3        	.00006800
# Cpu time to diagonalize Ising hamiltonian with 1) lambda, 2) n spin particles 3) time
2.20000000        	3        	.00007000
